,gene,rep1,rep2,rep3,consist_num,Final_Cluster
0,B_Gene96,DTW-K1-001-DPGP016,DTW-K1-001-DPGP006,DTW-K1-001-DPGP001,1,
1,B_Gene223,DTW-K1-001-DPGP008,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,1,
2,B_Gene336,DTW-K1-001-DPGP013,DTW-K1-001-DPGP009,DTW-K1-001-DPGP018,1,
3,A_Gene411,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP006
4,B_Gene437,DTW-K1-001-DPGP017,DTW-K1-001-DPGP011,DTW-K1-001-DPGP019,1,
5,B_Gene176,DTW-K1-001-DPGP012,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,1,
6,B_Gene164,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,DTW-K1-001-DPGP003,1,
7,B_Gene126,DTW-K1-001-DPGP003,DTW-K1-001-DPGP001,DTW-K1-001-DPGP005,1,
8,A_Gene358,DTW-K1-001-DPGP016,DTW-K1-001-DPGP015,DTW-K1-001-DPGP013,1,
9,B_Gene216,DTW-K1-001-DPGP002,DTW-K1-001-DPGP005,DTW-K1-001-DPGP004,1,
10,A_Gene437,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
11,A_Gene105,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
12,B_Gene482,DTW-K1-001-DPGP005,DTW-K1-001-DPGP004,DTW-K1-001-DPGP018,1,
13,B_Gene333,DTW-K1-001-DPGP011,DTW-K1-001-DPGP007,DTW-K1-001-DPGP012,1,
14,A_Gene474,DTW-K1-001-DPGP014,DTW-K1-001-DPGP002,DTW-K1-001-DPGP004,1,
15,B_Gene420,DTW-K1-001-DPGP015,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,1,
16,A_Gene75,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,DTW-K1-001-DPGP008,1,
17,B_Gene285,DTW-K1-001-DPGP014,DTW-K1-001-DPGP010,DTW-K1-001-DPGP009,1,
18,B_Gene194,DTW-K1-001-DPGP009,DTW-K1-001-DPGP019,DTW-K1-001-DPGP006,1,
19,A_Gene486,DTW-K1-001-DPGP008,DTW-K1-001-DPGP008,DTW-K1-001-DPGP008,3,DTW-K1-001-DPGP008
20,A_Gene45,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,DTW-K1-001-DPGP010,2,DTW-K1-001-DPGP010
21,A_Gene10,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP001
22,A_Gene148,DTW-K1-001-DPGP010,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,1,
23,B_Gene258,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,1,
24,A_Gene471,DTW-K1-001-DPGP006,DTW-K1-001-DPGP007,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
25,A_Gene12,DTW-K1-001-DPGP006,DTW-K1-001-DPGP015,DTW-K1-001-DPGP008,1,
26,B_Gene287,DTW-K1-001-DPGP012,DTW-K1-001-DPGP002,DTW-K1-001-DPGP006,1,
27,A_Gene251,DTW-K1-001-DPGP009,DTW-K1-001-DPGP010,DTW-K1-001-DPGP006,1,
28,B_Gene410,DTW-K1-001-DPGP015,DTW-K1-001-DPGP006,DTW-K1-001-DPGP015,2,DTW-K1-001-DPGP015
29,B_Gene121,DTW-K1-001-DPGP004,DTW-K1-001-DPGP011,DTW-K1-001-DPGP006,1,
30,A_Gene399,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,DTW-K1-001-DPGP010,1,
31,A_Gene297,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
32,A_Gene27,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP001,1,
33,A_Gene223,DTW-K1-001-DPGP007,DTW-K1-001-DPGP014,DTW-K1-001-DPGP003,1,
34,B_Gene144,DTW-K1-001-DPGP013,DTW-K1-001-DPGP007,DTW-K1-001-DPGP008,1,
35,B_Gene62,DTW-K1-001-DPGP014,DTW-K1-001-DPGP011,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
36,A_Gene86,DTW-K1-001-DPGP009,DTW-K1-001-DPGP006,DTW-K1-001-DPGP012,1,
37,A_Gene57,DTW-K1-001-DPGP019,DTW-K1-001-DPGP002,DTW-K1-001-DPGP015,1,
38,B_Gene466,DTW-K1-001-DPGP010,DTW-K1-001-DPGP011,DTW-K1-001-DPGP010,2,DTW-K1-001-DPGP010
39,A_Gene366,DTW-K1-001-DPGP001,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,1,
40,B_Gene479,DTW-K1-001-DPGP004,DTW-K1-001-DPGP004,DTW-K1-001-DPGP004,3,DTW-K1-001-DPGP004
41,B_Gene270,DTW-K1-001-DPGP012,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
42,A_Gene496,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,DTW-K1-001-DPGP003,1,
43,B_Gene456,DTW-K1-001-DPGP019,DTW-K1-001-DPGP011,DTW-K1-001-DPGP004,1,
44,B_Gene43,DTW-K1-001-DPGP017,DTW-K1-001-DPGP016,DTW-K1-001-DPGP004,1,
45,B_Gene190,DTW-K1-001-DPGP003,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,1,
46,A_Gene229,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,DTW-K1-001-DPGP005,1,
47,A_Gene121,DTW-K1-001-DPGP010,DTW-K1-001-DPGP015,DTW-K1-001-DPGP008,1,
48,B_Gene419,DTW-K1-001-DPGP014,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,1,
49,B_Gene328,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP018,2,DTW-K1-001-DPGP006
50,B_Gene166,DTW-K1-001-DPGP009,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,1,
51,B_Gene117,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,DTW-K1-001-DPGP007,1,
52,B_Gene296,DTW-K1-001-DPGP002,DTW-K1-001-DPGP006,DTW-K1-001-DPGP013,1,
53,A_Gene438,DTW-K1-001-DPGP018,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,1,
54,A_Gene215,DTW-K1-001-DPGP019,DTW-K1-001-DPGP010,DTW-K1-001-DPGP006,1,
55,B_Gene245,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
56,B_Gene97,DTW-K1-001-DPGP006,DTW-K1-001-DPGP018,DTW-K1-001-DPGP005,1,
57,A_Gene100,DTW-K1-001-DPGP009,DTW-K1-001-DPGP005,DTW-K1-001-DPGP015,1,
58,A_Gene226,DTW-K1-001-DPGP015,DTW-K1-001-DPGP019,DTW-K1-001-DPGP005,1,
59,A_Gene62,DTW-K1-001-DPGP014,DTW-K1-001-DPGP020,DTW-K1-001-DPGP008,1,
60,A_Gene463,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
61,B_Gene58,DTW-K1-001-DPGP010,DTW-K1-001-DPGP005,DTW-K1-001-DPGP009,1,
62,B_Gene477,DTW-K1-001-DPGP006,DTW-K1-001-DPGP005,DTW-K1-001-DPGP007,1,
63,B_Gene442,DTW-K1-001-DPGP005,DTW-K1-001-DPGP008,DTW-K1-001-DPGP009,1,
64,B_Gene73,DTW-K1-001-DPGP007,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,1,
65,A_Gene25,DTW-K1-001-DPGP004,DTW-K1-001-DPGP017,DTW-K1-001-DPGP006,1,
66,B_Gene327,DTW-K1-001-DPGP006,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,1,
67,B_Gene422,DTW-K1-001-DPGP019,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,1,
68,B_Gene252,DTW-K1-001-DPGP006,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,1,
69,A_Gene70,DTW-K1-001-DPGP006,DTW-K1-001-DPGP003,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
70,B_Gene21,DTW-K1-001-DPGP006,DTW-K1-001-DPGP012,DTW-K1-001-DPGP001,1,
71,B_Gene458,DTW-K1-001-DPGP009,DTW-K1-001-DPGP002,DTW-K1-001-DPGP016,1,
72,B_Gene453,DTW-K1-001-DPGP009,DTW-K1-001-DPGP015,DTW-K1-001-DPGP008,1,
73,A_Gene96,DTW-K1-001-DPGP018,DTW-K1-001-DPGP001,DTW-K1-001-DPGP003,1,
74,B_Gene286,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
75,A_Gene147,DTW-K1-001-DPGP002,DTW-K1-001-DPGP014,DTW-K1-001-DPGP019,1,
76,B_Gene120,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,DTW-K1-001-DPGP013,1,
77,B_Gene219,DTW-K1-001-DPGP012,DTW-K1-001-DPGP012,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP012
78,B_Gene229,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,DTW-K1-001-DPGP013,2,DTW-K1-001-DPGP013
79,A_Gene357,DTW-K1-001-DPGP007,DTW-K1-001-DPGP008,DTW-K1-001-DPGP016,1,
80,B_Gene203,DTW-K1-001-DPGP016,DTW-K1-001-DPGP009,DTW-K1-001-DPGP013,1,
81,A_Gene359,DTW-K1-001-DPGP008,DTW-K1-001-DPGP014,DTW-K1-001-DPGP003,1,
82,B_Gene158,DTW-K1-001-DPGP010,DTW-K1-001-DPGP011,DTW-K1-001-DPGP018,1,
83,A_Gene331,DTW-K1-001-DPGP003,DTW-K1-001-DPGP010,DTW-K1-001-DPGP003,2,DTW-K1-001-DPGP003
84,B_Gene292,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP014
85,B_Gene241,DTW-K1-001-DPGP010,DTW-K1-001-DPGP017,DTW-K1-001-DPGP001,1,
86,A_Gene314,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
87,B_Gene84,DTW-K1-001-DPGP002,DTW-K1-001-DPGP007,DTW-K1-001-DPGP013,1,
88,B_Gene374,DTW-K1-001-DPGP010,DTW-K1-001-DPGP008,DTW-K1-001-DPGP010,2,DTW-K1-001-DPGP010
89,B_Gene207,DTW-K1-001-DPGP001,DTW-K1-001-DPGP016,DTW-K1-001-DPGP013,1,
90,B_Gene361,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP014
91,A_Gene145,DTW-K1-001-DPGP002,DTW-K1-001-DPGP016,DTW-K1-001-DPGP006,1,
92,B_Gene352,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
93,B_Gene36,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP013,1,
94,A_Gene426,DTW-K1-001-DPGP011,DTW-K1-001-DPGP011,DTW-K1-001-DPGP002,2,DTW-K1-001-DPGP011
95,A_Gene354,DTW-K1-001-DPGP004,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP004
96,B_Gene314,DTW-K1-001-DPGP020,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,1,
97,B_Gene19,DTW-K1-001-DPGP001,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,1,
98,A_Gene322,DTW-K1-001-DPGP004,DTW-K1-001-DPGP011,DTW-K1-001-DPGP018,1,
99,B_Gene378,DTW-K1-001-DPGP010,DTW-K1-001-DPGP013,DTW-K1-001-DPGP011,1,
100,B_Gene234,DTW-K1-001-DPGP010,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,1,
101,B_Gene148,DTW-K1-001-DPGP005,DTW-K1-001-DPGP013,DTW-K1-001-DPGP008,1,
102,B_Gene376,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,DTW-K1-001-DPGP014,3,DTW-K1-001-DPGP014
103,B_Gene57,DTW-K1-001-DPGP018,DTW-K1-001-DPGP006,DTW-K1-001-DPGP016,1,
104,A_Gene180,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
105,B_Gene124,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP001
106,A_Gene139,DTW-K1-001-DPGP010,DTW-K1-001-DPGP010,DTW-K1-001-DPGP015,2,DTW-K1-001-DPGP010
107,B_Gene393,DTW-K1-001-DPGP018,DTW-K1-001-DPGP015,DTW-K1-001-DPGP009,1,
108,A_Gene128,DTW-K1-001-DPGP014,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,2,DTW-K1-001-DPGP014
109,A_Gene420,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP019,2,DTW-K1-001-DPGP001
110,B_Gene177,DTW-K1-001-DPGP002,DTW-K1-001-DPGP001,DTW-K1-001-DPGP010,1,
111,B_Gene486,DTW-K1-001-DPGP016,DTW-K1-001-DPGP008,DTW-K1-001-DPGP006,1,
112,B_Gene1,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,1,
113,B_Gene294,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
114,A_Gene61,DTW-K1-001-DPGP014,DTW-K1-001-DPGP009,DTW-K1-001-DPGP019,1,
115,B_Gene265,DTW-K1-001-DPGP002,DTW-K1-001-DPGP009,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP009
116,A_Gene284,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP002,2,DTW-K1-001-DPGP006
117,B_Gene213,DTW-K1-001-DPGP003,DTW-K1-001-DPGP017,DTW-K1-001-DPGP001,1,
118,B_Gene403,DTW-K1-001-DPGP006,DTW-K1-001-DPGP008,DTW-K1-001-DPGP003,1,
119,A_Gene472,DTW-K1-001-DPGP001,DTW-K1-001-DPGP014,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
120,A_Gene330,DTW-K1-001-DPGP014,DTW-K1-001-DPGP006,DTW-K1-001-DPGP017,1,
121,B_Gene473,DTW-K1-001-DPGP012,DTW-K1-001-DPGP016,DTW-K1-001-DPGP020,1,
122,B_Gene161,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,DTW-K1-001-DPGP004,1,
123,B_Gene186,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
124,A_Gene73,DTW-K1-001-DPGP010,DTW-K1-001-DPGP016,DTW-K1-001-DPGP007,1,
125,B_Gene197,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,DTW-K1-001-DPGP014,1,
126,B_Gene24,DTW-K1-001-DPGP003,DTW-K1-001-DPGP013,DTW-K1-001-DPGP010,1,
127,A_Gene197,DTW-K1-001-DPGP011,DTW-K1-001-DPGP010,DTW-K1-001-DPGP019,1,
128,B_Gene142,DTW-K1-001-DPGP009,DTW-K1-001-DPGP009,DTW-K1-001-DPGP005,2,DTW-K1-001-DPGP009
129,B_Gene354,DTW-K1-001-DPGP015,DTW-K1-001-DPGP015,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP015
130,B_Gene321,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP001
131,A_Gene163,DTW-K1-001-DPGP014,DTW-K1-001-DPGP015,DTW-K1-001-DPGP008,1,
132,A_Gene235,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,3,DTW-K1-001-DPGP006
133,A_Gene24,DTW-K1-001-DPGP006,DTW-K1-001-DPGP019,DTW-K1-001-DPGP004,1,
134,B_Gene299,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
135,A_Gene83,DTW-K1-001-DPGP010,DTW-K1-001-DPGP002,DTW-K1-001-DPGP011,1,
136,A_Gene410,DTW-K1-001-DPGP017,DTW-K1-001-DPGP015,DTW-K1-001-DPGP009,1,
137,B_Gene293,DTW-K1-001-DPGP002,DTW-K1-001-DPGP016,DTW-K1-001-DPGP016,2,DTW-K1-001-DPGP016
138,B_Gene357,DTW-K1-001-DPGP006,DTW-K1-001-DPGP005,DTW-K1-001-DPGP015,1,
139,A_Gene191,DTW-K1-001-DPGP005,DTW-K1-001-DPGP002,DTW-K1-001-DPGP005,2,DTW-K1-001-DPGP005
140,B_Gene86,DTW-K1-001-DPGP006,DTW-K1-001-DPGP010,DTW-K1-001-DPGP008,1,
141,B_Gene330,DTW-K1-001-DPGP003,DTW-K1-001-DPGP016,DTW-K1-001-DPGP006,1,
142,B_Gene25,DTW-K1-001-DPGP005,DTW-K1-001-DPGP007,DTW-K1-001-DPGP005,2,DTW-K1-001-DPGP005
143,B_Gene90,DTW-K1-001-DPGP014,DTW-K1-001-DPGP007,DTW-K1-001-DPGP004,1,
144,B_Gene131,DTW-K1-001-DPGP019,DTW-K1-001-DPGP007,DTW-K1-001-DPGP009,1,
145,A_Gene169,DTW-K1-001-DPGP001,DTW-K1-001-DPGP015,DTW-K1-001-DPGP004,1,
146,A_Gene184,DTW-K1-001-DPGP012,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,2,DTW-K1-001-DPGP006
147,A_Gene43,DTW-K1-001-DPGP018,DTW-K1-001-DPGP011,DTW-K1-001-DPGP003,1,
148,A_Gene497,DTW-K1-001-DPGP016,DTW-K1-001-DPGP002,DTW-K1-001-DPGP019,1,
149,B_Gene320,DTW-K1-001-DPGP007,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
150,A_Gene34,DTW-K1-001-DPGP006,DTW-K1-001-DPGP003,DTW-K1-001-DPGP014,1,
151,B_Gene101,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,DTW-K1-001-DPGP001,3,DTW-K1-001-DPGP001
152,B_Gene35,DTW-K1-001-DPGP006,DTW-K1-001-DPGP011,DTW-K1-001-DPGP001,1,
153,B_Gene350,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP004,2,DTW-K1-001-DPGP006
154,B_Gene426,DTW-K1-001-DPGP018,DTW-K1-001-DPGP011,DTW-K1-001-DPGP004,1,
155,A_Gene208,DTW-K1-001-DPGP006,DTW-K1-001-DPGP006,DTW-K1-001-DPGP009,2,DTW-K1-001-DPGP006
156,B_Gene228,DTW-K1-001-DPGP019,DTW-K1-001-DPGP011,DTW-K1-001-DPGP015,1,
157,A_Gene394,DTW-K1-001-DPGP001,DTW-K1-001-DPGP002,DTW-K1-001-DPGP019,1,
158,B_Gene248,DTW-K1-001-DPGP003,DTW-K1-001-DPGP013,DTW-K1-001-DPGP014,1,
159,A_Gene119,DTW-K1-001-DPGP001,DTW-K1-001-DPGP015,DTW-K1-001-DPGP001,2,DTW-K1-001-DPGP001
160,B_Gene168,DTW-K1-001-DPGP007,DTW-K1-001-DPGP016,DTW-K1-001-DPGP001,1,
161,A_Gene77,DTW-K1-001-DPGP019,DTW-K1-001-DPGP012,DTW-K1-001-DPGP011,1,
162,A_Gene386,DTW-K1-001-DPGP019,DTW-K1-001-DPGP016,DTW-K1-001-DPGP014,1,
